df_paper_title,df_paper_URL,df_paper_Author,df_Author_URL
Modeling ATM mutant proteins from missense changes confirms retained kinase activity,https://pureportal.coventry.ac.uk/en/publications/modeling-atm-mutant-proteins-from-missense-changes-confirms-retai,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman
Palmitoylation of the synaptic vesicle fusion machinery,https://pureportal.coventry.ac.uk/en/publications/palmitoylation-of-the-synaptic-vesicle-fusion-machinery,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves
Placebo effects of caffeine on short-term resistance exercise to failure,https://pureportal.coventry.ac.uk/en/publications/placebo-effects-of-caffeine-on-short-term-resistance-exercise-to--2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Placebo effects of caffeine on short-term resistance exercise to failure,https://pureportal.coventry.ac.uk/en/publications/placebo-effects-of-caffeine-on-short-term-resistance-exercise-to--2,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
"Pulmonary rehabilitation using the SPACE (A Self-management Programme of Activity, Coping and Education) manual at home: A randomised controlled trial",https://pureportal.coventry.ac.uk/en/publications/pulmonary-rehabilitation-using-the-space-a-self-management-progra,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
"Pulmonary rehabilitation using the SPACE (A Self-management Programme of Activity, Coping and Education) manual at home: A randomised controlled trial",https://pureportal.coventry.ac.uk/en/publications/pulmonary-rehabilitation-using-the-space-a-self-management-progra,"Sewell, L.",https://pureportal.coventry.ac.uk/en/persons/louise-sewall
The twin-arginine translocation (Tat) systems from Bacillus subtilis display a conserved mode of complex organization and similar substrate recognition requirements,https://pureportal.coventry.ac.uk/en/publications/the-twin-arginine-translocation-tat-systems-from-bacillus-subtili,"Mendel, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams
A3 adenosine receptors protects the myocardium via recruitment of PI3K-AKT-INOS cell survival pathway,https://pureportal.coventry.ac.uk/en/publications/a3-adenosine-receptors-protects-the-myocardium-via-recruitment-of-2,"Maddock, H. L.",https://pureportal.coventry.ac.uk/en/persons/helen-maddock
Caspase inhibitors induce PI3 kinase mediated myocardial protection during early reperfusion,https://pureportal.coventry.ac.uk/en/publications/caspase-inhibitors-induce-pi3-kinase-mediated-myocardial-protecti-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
Caspase inhibitors induce PI3 kinase mediated myocardial protection during early reperfusion,https://pureportal.coventry.ac.uk/en/publications/caspase-inhibitors-induce-pi3-kinase-mediated-myocardial-protecti-2,"Maddock, H. L.",https://pureportal.coventry.ac.uk/en/persons/helen-maddock
"Children, video games and physical activity: an exploratory study",https://pureportal.coventry.ac.uk/en/publications/children-video-games-and-physical-activity-an-exploratory-study-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Common variants in genes underlying monogenic hypertension and hypotension and blood pressure in the general population,https://pureportal.coventry.ac.uk/en/publications/common-variants-in-genes-underlying-monogenic-hypertension-and-hy,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh
Epidemiology of community-acquired meticillin-resistant Staphylococcus aureus obtained from the UK West Midlands region,https://pureportal.coventry.ac.uk/en/publications/epidemiology-of-community-acquired-meticillin-resistant-staphyloc-2,"Rollason, J.",https://pureportal.coventry.ac.uk/en/persons/jess-rollason
Fluid provision and metabolic responses to soccer-specific exercise,https://pureportal.coventry.ac.uk/en/publications/fluid-provision-and-metabolic-responses-to-soccer-specific-exerci-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Immunodeficiency in ataxia telangiectasia is correlated strongly with the presence of two null mutations in the ataxia telangiectasia mutated gene,https://pureportal.coventry.ac.uk/en/publications/immunodeficiency-in-ataxia-telangiectasia-is-correlated-strongly-,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman
Muscle Fatigue during Football Match-Play,https://pureportal.coventry.ac.uk/en/publications/muscle-fatigue-during-football-match-play-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Palmitoylation gates phosphorylation-dependent regulation of BK potassium channels,https://pureportal.coventry.ac.uk/en/publications/palmitoylation-gates-phosphorylation-dependent-regulation-of-bk-p,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves
Pathogenic ATM mutations occur rarely in a subset of multiple myeloma patients,https://pureportal.coventry.ac.uk/en/publications/pathogenic-atm-mutations-occur-rarely-in-a-subset-of-multiple-mye,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman
The Escherichia coli TatABC system and a Bacillus subtilis TatAC-type system recognise three distinct targeting determinants in twin-arginine signal peptides,https://pureportal.coventry.ac.uk/en/publications/the-escherichia-coli-tatabc-system-and-a-bacillus-subtilis-tatac-,"Mendel, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams
UK epidemic strains of meticillin-resistant Staphylococcus aureus in clinical samples from Malta,https://pureportal.coventry.ac.uk/en/publications/uk-epidemic-strains-of-meticillin-resistant-staphylococcus-aureus-2,"Rollason, J.",https://pureportal.coventry.ac.uk/en/persons/jess-rollason
BASES Consensus Statement on Physical Activity and Prevention of Chronic Disease,https://pureportal.coventry.ac.uk/en/publications/bases-consensus-statement-on-physical-activity-and-prevention-of-,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
Effects of Hand Cooling on Intermittent Exercise Performance in the Heat,https://pureportal.coventry.ac.uk/en/publications/effects-of-hand-cooling-on-intermittent-exercise-performance-in-t-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Effects of Hand Cooling on Intermittent Exercise Performance in the Heat,https://pureportal.coventry.ac.uk/en/publications/effects-of-hand-cooling-on-intermittent-exercise-performance-in-t-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Load carriage increases arterial haemoglobin oxygen saturation during inclined treadmill walking in hypoxia,https://pureportal.coventry.ac.uk/en/publications/load-carriage-increases-arterial-haemoglobin-oxygen-saturation-du-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Load carriage increases arterial haemoglobin oxygen saturation during inclined treadmill walking in hypoxia,https://pureportal.coventry.ac.uk/en/publications/load-carriage-increases-arterial-haemoglobin-oxygen-saturation-du-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Neutrophil activity and uphill walking in acute hypoxia equivalent to 3000 m,https://pureportal.coventry.ac.uk/en/publications/neutrophil-activity-and-uphill-walking-in-acute-hypoxia-equivalen-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Neutrophil activity and uphill walking in acute hypoxia equivalent to 3000 m,https://pureportal.coventry.ac.uk/en/publications/neutrophil-activity-and-uphill-walking-in-acute-hypoxia-equivalen-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Reducing uncompensable heat stress in a bomb disposal (EOD) suit: A laboratory based assessment.,https://pureportal.coventry.ac.uk/en/publications/reducing-uncompensable-heat-stress-in-a-bomb-disposal-eod-suit-a--2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Reducing uncompensable heat stress in a bomb disposal (EOD) suit: A laboratory based assessment.,https://pureportal.coventry.ac.uk/en/publications/reducing-uncompensable-heat-stress-in-a-bomb-disposal-eod-suit-a--2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Targeting of Proteins by the Twin-Arginine Translocation System in Bacteria and Chloroplasts,https://pureportal.coventry.ac.uk/en/publications/targeting-of-proteins-by-the-twin-arginine-translocation-system-i,"Mendel, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams
Detecting repair intermediates in vivo: effects of DNA damage response genes on single-stranded DNA accumulation at uncapped telomeres in budding yeast,https://pureportal.coventry.ac.uk/en/publications/detecting-repair-intermediates-in-vivo-effects-of-dna-damage-resp,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster
Dissecting the components of the humoral immune response elicited by DNA vaccines,https://pureportal.coventry.ac.uk/en/publications/dissecting-the-components-of-the-humoral-immune-response-elicited,"Burke, B.",https://pureportal.coventry.ac.uk/en/persons/bernie-burke
Interaction of the transmembrane domain of lysis protein E from bacteriophage phiX174 with bacterial translocase MraY and peptidyl-prolyl isomerase SlyD,https://pureportal.coventry.ac.uk/en/publications/interaction-of-the-transmembrane-domain-of-lysis-protein-e-from-b,"Mendel, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams
MRX protects telomeric DNA at uncapped telomeres of budding yeast cdc13-1 mutants,https://pureportal.coventry.ac.uk/en/publications/mrx-protects-telomeric-dna-at-uncapped-telomeres-of-budding-yeast,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster
Structure of the regulatory subunit of acetohydroxyacid synthase isozyme III from Escherichia coli,https://pureportal.coventry.ac.uk/en/publications/structure-of-the-regulatory-subunit-of-acetohydroxyacid-synthase-,"Mendel, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams
Association of WNK1 gene polymorphisms and haplotypes with ambulatory blood pressure in the general population,https://pureportal.coventry.ac.uk/en/publications/association-of-wnk1-gene-polymorphisms-and-haplotypes-with-ambula,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh
Cancer risks and mortality in heterozygous ATM mutation carriers,https://pureportal.coventry.ac.uk/en/publications/cancer-risks-and-mortality-in-heterozygous-atm-mutation-carriers,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman
Graded exercise testing for uphill walking studies,https://pureportal.coventry.ac.uk/en/publications/graded-exercise-testing-for-uphill-walking-studies-2,"Thake, C. D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Graded exercise testing for uphill walking studies,https://pureportal.coventry.ac.uk/en/publications/graded-exercise-testing-for-uphill-walking-studies-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Lactone synthesis activity in a site-directed mutant of an extradiol catechol dioxygenase enzyme,https://pureportal.coventry.ac.uk/en/publications/lactone-synthesis-activity-in-a-site-directed-mutant-of-an-extrad,"Mendel, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams
Mapping of a major locus that determines telomere length in humans,https://pureportal.coventry.ac.uk/en/publications/mapping-of-a-major-locus-that-determines-telomere-length-in-human,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh
Repeatability of pulse oximetry in hypoxic and normoxic incremental exercise,https://pureportal.coventry.ac.uk/en/publications/repeatability-of-pulse-oximetry-in-hypoxic-and-normoxic-increment-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Repeatability of pulse oximetry in hypoxic and normoxic incremental exercise,https://pureportal.coventry.ac.uk/en/publications/repeatability-of-pulse-oximetry-in-hypoxic-and-normoxic-increment-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Reproducibility of VO2 peak achieved during cycle ergometry in normoxia and hypoxia,https://pureportal.coventry.ac.uk/en/publications/reproducibility-of-vo2-peak-achieved-during-cycle-ergometry-in-no-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Reproducibility of VO2 peak achieved during cycle ergometry in normoxia and hypoxia,https://pureportal.coventry.ac.uk/en/publications/reproducibility-of-vo2-peak-achieved-during-cycle-ergometry-in-no-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Structure and function of the complex formed by the tuberculosis virulence factors CFP-10 and ESAT-6,https://pureportal.coventry.ac.uk/en/publications/structure-and-function-of-the-complex-formed-by-the-tuberculosis-,"Burke, B.",https://pureportal.coventry.ac.uk/en/persons/bernie-burke
"Acid-base catalysis in the extradiol catechol dioxygenase reaction mechanism: site-directed mutagenesis of His-115 and His-179 in Escherichia coli 2,3-dihydroxyphenylpropionate 1,2-dioxygenase (MhpB)",https://pureportal.coventry.ac.uk/en/publications/acid-base-catalysis-in-the-extradiol-catechol-dioxygenase-reactio,"Mendel, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams
Plasma membrane targeting of exocytic SNARE proteins,https://pureportal.coventry.ac.uk/en/publications/plasma-membrane-targeting-of-exocytic-snare-proteins,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves
